,UF,PA_MUNPCN,PA_CMP,PA_QTDPRO,PA_QTDAPR
18666,MG,310540,202111,1,1
18667,MG,310540,202201,37,34
18668,MG,310540,202202,33,31
18669,MG,310540,202203,5,3
18670,MG,310540,202204,38,38
18671,MG,310540,202205,45,44
18672,MG,310540,202206,45,40
18673,MG,310540,202207,62,54
18674,MG,310540,202208,39,39
18675,MG,310540,202209,49,48
18676,MG,310540,202210,36,35
18677,MG,310540,202211,26,26
18678,MG,310540,202212,57,57
18679,MG,310540,202301,35,35
18680,MG,310540,202302,33,33
18681,MG,310540,202303,45,45
18682,MG,310540,202304,48,48
18683,MG,310540,202305,39,39
18684,MG,310540,202306,47,47
18685,MG,310540,202307,32,32
18686,MG,310540,202308,35,35
18687,MG,310540,202309,35,35
18688,MG,310540,202310,5,5
18689,MG,310540,202311,62,62
18690,MG,310540,202312,68,68
18691,MG,310540,202401,51,51
18692,MG,310540,202402,42,42
18693,MG,310540,202403,16,16
18694,MG,310540,202404,21,21
18695,MG,310540,202405,57,57
18696,MG,310540,202406,132,132
18697,MG,310540,202407,48,48
18698,MG,310540,202408,73,73
18699,MG,310540,202409,37,37
18700,MG,310540,202410,76,76
18701,MG,310540,202411,68,68
18702,MG,310540,202412,31,31
18703,MG,310550,202202,1,1
18704,MG,310550,202203,6,5
18705,MG,310550,202204,1,1
18706,MG,310550,202205,7,7
18707,MG,310550,202206,10,10
18708,MG,310550,202207,6,6
18709,MG,310550,202208,5,5
18710,MG,310550,202209,6,6
18711,MG,310550,202210,2,2
18712,MG,310550,202211,5,5
18713,MG,310550,202212,3,3
18714,MG,310550,202301,2,2
18715,MG,310550,202302,3,3
18716,MG,310550,202303,12,11
18717,MG,310550,202304,1,1
18718,MG,310550,202305,1,1
18719,MG,310550,202308,6,6
18720,MG,310550,202309,7,7
18721,MG,310550,202310,10,10
18722,MG,310550,202311,16,16
18723,MG,310550,202312,15,15
18724,MG,310550,202401,7,7
18725,MG,310550,202402,4,4
18726,MG,310550,202403,4,4
18727,MG,310550,202405,15,15
18728,MG,310550,202406,7,7
18729,MG,310550,202407,5,5
18730,MG,310550,202408,5,5
18731,MG,310550,202409,3,3
18732,MG,310550,202410,10,10
18733,MG,310550,202411,2,2
18734,MG,310550,202412,1,1
18735,MG,310560,202201,450,450
18736,MG,310560,202202,356,356
18737,MG,310560,202203,489,489
18738,MG,310560,202204,394,394
18739,MG,310560,202205,298,298
18740,MG,310560,202206,489,489
18741,MG,310560,202207,406,406
18742,MG,310560,202208,1400,1400
18743,MG,310560,202209,1224,1224
18744,MG,310560,202210,1382,1382
18745,MG,310560,202211,991,991
18746,MG,310560,202212,943,943
18747,MG,310560,202301,861,861
18748,MG,310560,202302,1011,1011
18749,MG,310560,202303,1291,1291
18750,MG,310560,202304,1123,1123
18751,MG,310560,202305,1231,1231
18752,MG,310560,202306,1622,1622
18753,MG,310560,202307,1607,1607
18754,MG,310560,202308,1760,1760
18755,MG,310560,202309,1417,1417
18756,MG,310560,202310,1711,1711
18757,MG,310560,202311,1403,1403
18758,MG,310560,202312,753,753
18759,MG,310560,202401,1338,1338
18760,MG,310560,202402,1679,1679
18761,MG,310560,202403,1812,1812
18762,MG,310560,202404,2138,2138
18763,MG,310560,202405,1172,1172
18764,MG,310560,202406,1849,1849
18765,MG,310560,202407,2316,2316
18766,MG,310560,202408,2057,2057
18767,MG,310560,202409,2562,2562
18768,MG,310560,202410,2691,2691
18769,MG,310560,202411,2510,2510
18770,MG,310560,202412,2047,2047
18771,MG,310570,202201,4,4
18772,MG,310570,202204,1,1
18773,MG,310570,202205,1,1
18774,MG,310570,202207,1,1
18775,MG,310570,202210,1,0
18776,MG,310570,202211,4,3
18777,MG,310570,202212,2,2
18778,MG,310570,202301,1,1
18779,MG,310570,202304,1,1
18780,MG,310570,202305,2,2
18781,MG,310570,202306,2,2
18782,MG,310570,202307,1,1
18783,MG,310570,202309,2,2
18784,MG,310570,202310,1,1
18785,MG,310570,202311,4,4
18786,MG,310570,202312,1,1
18787,MG,310570,202402,1,1
18788,MG,310570,202403,2,2
18789,MG,310570,202404,1,1
18790,MG,310570,202405,4,4
18791,MG,310570,202406,94,94
18792,MG,310570,202407,55,55
18793,MG,310570,202409,1,1
18794,MG,310570,202410,3,3
18795,MG,310590,202111,1,1
18796,MG,310590,202201,28,28
18797,MG,310590,202202,76,76
18798,MG,310590,202203,69,69
18799,MG,310590,202204,59,59
18800,MG,310590,202205,43,43
18801,MG,310590,202206,37,37
18802,MG,310590,202207,33,33
18803,MG,310590,202208,86,86
18804,MG,310590,202209,50,50
18805,MG,310590,202210,45,45
18806,MG,310590,202211,58,58
18807,MG,310590,202212,32,32
18808,MG,310590,202301,71,71
18809,MG,310590,202302,35,35
18810,MG,310590,202303,55,55
18811,MG,310590,202304,65,65
18812,MG,310590,202305,39,39
18813,MG,310590,202306,106,106
18814,MG,310590,202307,59,59
18815,MG,310590,202308,93,93
18816,MG,310590,202309,152,152
18817,MG,310590,202310,88,88
18818,MG,310590,202311,43,43
18819,MG,310590,202312,62,62
18820,MG,310590,202401,110,110
18821,MG,310590,202402,134,134
18822,MG,310590,202403,138,138
18823,MG,310590,202404,165,165
18824,MG,310590,202405,191,191
18825,MG,310590,202406,186,186
18826,MG,310590,202407,155,155
18827,MG,310590,202408,173,173
18828,MG,310590,202409,170,170
18829,MG,310590,202410,165,165
18830,MG,310590,202411,132,132
18831,MG,310590,202412,173,173
18832,MG,310600,202112,3,3
18833,MG,310600,202201,1,1
18834,MG,310600,202202,11,11
18835,MG,310600,202203,4,4
18836,MG,310600,202204,1,1
18837,MG,310600,202205,3,3
18838,MG,310600,202206,5,5
18839,MG,310600,202207,5,5
18840,MG,310600,202208,1,1
18841,MG,310600,202209,35,35
18842,MG,310600,202210,29,29
18843,MG,310600,202211,33,33
18844,MG,310600,202212,28,28
18845,MG,310600,202301,31,31
18846,MG,310600,202302,35,35
18847,MG,310600,202303,6,6
18848,MG,310600,202305,3,3
18849,MG,310600,202306,1,1
18850,MG,310600,202307,3,3
18851,MG,310600,202308,4,4
18852,MG,310600,202309,4,4
18853,MG,310600,202310,6,6
18854,MG,310600,202311,5,5
18855,MG,310600,202312,1,1
18856,MG,310600,202401,6,6
18857,MG,310600,202402,4,4
18858,MG,310600,202403,2,2
18859,MG,310600,202404,3,3
18860,MG,310600,202405,4,4
18861,MG,310600,202406,6,6
18862,MG,310600,202407,7,7
18863,MG,310600,202408,8,8
18864,MG,310600,202409,7,7
18865,MG,310600,202410,3,3
18866,MG,310600,202411,8,8
18867,MG,310600,202412,1,1
18868,MG,310610,202203,1,1
18869,MG,310610,202206,1,1
18870,MG,310610,202208,11,11
18871,MG,310610,202209,6,0
18872,MG,310610,202211,6,6
18873,MG,310610,202302,7,7
18874,MG,310610,202304,2,1
18875,MG,310610,202305,1,1
18876,MG,310610,202306,4,3
18877,MG,310610,202307,1,0
18878,MG,310610,202308,2,0
18879,MG,310610,202310,3,0
18880,MG,310610,202311,1,1
18881,MG,310610,202401,3,3
18882,MG,310610,202402,10,10
18883,MG,310610,202406,10,10
18884,MG,310610,202410,5,5
18885,MG,310610,202411,6,6
18886,MG,310610,202412,1,1
18887,MG,310620,202110,3,3
18888,MG,310620,202111,25,25
18889,MG,310620,202112,168,168
18890,MG,310620,202201,9786,9786
18891,MG,310620,202202,13243,13243
18892,MG,310620,202203,13360,13360
18893,MG,310620,202204,12736,12736
18894,MG,310620,202205,14524,14524
18895,MG,310620,202206,14262,14262
18896,MG,310620,202207,14815,14815
18897,MG,310620,202208,15993,15993
18898,MG,310620,202209,14317,14317
18899,MG,310620,202210,13281,13281
18900,MG,310620,202211,11372,11372
18901,MG,310620,202212,11464,11464
18902,MG,310620,202301,12848,12848
18903,MG,310620,202302,14453,14453
18904,MG,310620,202303,17480,17480
18905,MG,310620,202304,15211,15211
18906,MG,310620,202305,17587,17401
18907,MG,310620,202306,18600,18600
18908,MG,310620,202307,17702,17702
18909,MG,310620,202308,18567,18567
18910,MG,310620,202309,17569,17569
18911,MG,310620,202310,18671,18671
18912,MG,310620,202311,19155,19155
18913,MG,310620,202312,18397,18397
18914,MG,310620,202401,20918,20918
18915,MG,310620,202402,19689,19689
18916,MG,310620,202403,20456,20456
18917,MG,310620,202404,24846,24846
18918,MG,310620,202405,22702,22702
18919,MG,310620,202406,22998,22998
18920,MG,310620,202407,23015,23015
18921,MG,310620,202408,23444,23444
18922,MG,310620,202409,24064,24064
18923,MG,310620,202410,24148,24148
18924,MG,310620,202411,22700,22700
18925,MG,310620,202412,21223,21223
18926,MG,310630,202201,61,61
18927,MG,310630,202202,43,43
18928,MG,310630,202203,48,48
18929,MG,310630,202204,55,55
18930,MG,310630,202205,44,44
18931,MG,310630,202206,36,36
18932,MG,310630,202207,23,23
18933,MG,310630,202208,37,37
18934,MG,310630,202209,34,34
18935,MG,310630,202210,44,44
18936,MG,310630,202211,63,63
18937,MG,310630,202212,31,31
18938,MG,310630,202301,33,33
18939,MG,310630,202302,44,44
18940,MG,310630,202303,68,68
18941,MG,310630,202304,71,71
18942,MG,310630,202305,68,53
18943,MG,310630,202306,39,39
18944,MG,310630,202307,94,94
18945,MG,310630,202308,72,72
18946,MG,310630,202309,36,36
18947,MG,310630,202310,105,105
18948,MG,310630,202311,49,49
18949,MG,310630,202312,65,65
18950,MG,310630,202401,62,62
18951,MG,310630,202402,66,66
18952,MG,310630,202403,17,17
18953,MG,310630,202404,48,48
18954,MG,310630,202405,98,98
18955,MG,310630,202406,169,169
18956,MG,310630,202407,129,129
18957,MG,310630,202408,190,190
18958,MG,310630,202409,120,120
18959,MG,310630,202410,60,60
18960,MG,310630,202411,95,95
18961,MG,310630,202412,105,105
18962,MG,310640,202112,1,1
18963,MG,310640,202201,3,3
18964,MG,310640,202203,11,11
18965,MG,310640,202204,2,2
18966,MG,310640,202205,2,2
18967,MG,310640,202206,4,4
18968,MG,310640,202207,6,6
18969,MG,310640,202208,2,2
18970,MG,310640,202209,2,2
18971,MG,310640,202210,5,5
18972,MG,310640,202211,25,25
18973,MG,310640,202212,4,4
18974,MG,310640,202301,3,3
18975,MG,310640,202302,2,2
18976,MG,310640,202303,3,3
18977,MG,310640,202304,1,1
18978,MG,310640,202305,88,88
18979,MG,310640,202306,65,65
18980,MG,310640,202307,64,64
18981,MG,310640,202308,66,66
18982,MG,310640,202309,68,68
18983,MG,310640,202310,67,67
18984,MG,310640,202311,54,54
18985,MG,310640,202312,65,65
18986,MG,310640,202401,62,62
18987,MG,310640,202402,50,50
18988,MG,310640,202403,66,66
18989,MG,310640,202404,3,3
18990,MG,310640,202405,63,63
18991,MG,310640,202406,1,1
18992,MG,310640,202407,3,3
18993,MG,310640,202408,62,62
18994,MG,310640,202409,62,62
18995,MG,310640,202410,64,64
18996,MG,310640,202411,5,5
18997,MG,310640,202412,68,68
18998,MG,310650,202201,7,2
18999,MG,310650,202202,60,16
19000,MG,310650,202203,2,2
19001,MG,310650,202204,33,33
19002,MG,310650,202205,97,65
19003,MG,310650,202206,73,62
19004,MG,310650,202207,69,57
19005,MG,310650,202208,165,128
19006,MG,310650,202209,121,121
19007,MG,310650,202210,164,164
19008,MG,310650,202211,96,96
19009,MG,310650,202212,7,7
19010,MG,310650,202301,18,3
19011,MG,310650,202302,19,3
19012,MG,310650,202303,108,89
19013,MG,310650,202304,34,34
19014,MG,310650,202305,61,61
19015,MG,310650,202306,78,62
19016,MG,310650,202307,156,156
19017,MG,310650,202308,193,130
19018,MG,310650,202309,95,77
19019,MG,310650,202310,143,110
19020,MG,310650,202311,86,86
19021,MG,310650,202312,32,32
19022,MG,310650,202401,119,119
19023,MG,310650,202402,68,68
19024,MG,310650,202403,144,123
19025,MG,310650,202404,177,177
19026,MG,310650,202405,135,135
19027,MG,310650,202406,179,179
19028,MG,310650,202407,177,177
19029,MG,310650,202408,119,119
19030,MG,310650,202409,234,210
19031,MG,310650,202410,212,200
19032,MG,310650,202411,221,218
19033,MG,310650,202412,171,171
19034,MG,310660,202201,1,1
19035,MG,310660,202204,1,1
19036,MG,310660,202205,1,1
19037,MG,310660,202208,9,9
19038,MG,310660,202211,1,1
19039,MG,310660,202301,2,2
19040,MG,310660,202302,4,4
19041,MG,310660,202303,1,1
19042,MG,310660,202304,7,7
19043,MG,310660,202305,8,8
19044,MG,310660,202306,2,1
19045,MG,310660,202307,30,13
19046,MG,310660,202308,4,2
19047,MG,310660,202309,21,9
19048,MG,310660,202310,3,1
19049,MG,310660,202311,7,3
19050,MG,310660,202312,12,3
19051,MG,310660,202401,18,11
19052,MG,310660,202402,5,3
19053,MG,310660,202403,25,15
19054,MG,310660,202404,10,5
19055,MG,310660,202405,14,7
19056,MG,310660,202406,12,3
19057,MG,310660,202407,9,3
19058,MG,310660,202408,12,4
19059,MG,310660,202409,19,11
19060,MG,310660,202410,11,1
19061,MG,310660,202411,18,7
19062,MG,310660,202412,20,20
19063,MG,310665,202201,1,1
19064,MG,310665,202202,1,1
19065,MG,310665,202203,3,3
19066,MG,310665,202207,1,1
19067,MG,310665,202211,6,6
19068,MG,310665,202303,2,2
19069,MG,310665,202308,1,1
19070,MG,310665,202309,8,8
19071,MG,310665,202310,2,2
19072,MG,310665,202401,1,1
19073,MG,310665,202402,60,60
19074,MG,310665,202403,62,62
19075,MG,310665,202404,62,62
19076,MG,310665,202405,67,67
19077,MG,310665,202406,61,61
19078,MG,310665,202407,60,60
19079,MG,310665,202408,121,121
19080,MG,310665,202409,60,60
19081,MG,310665,202410,154,154
19082,MG,310665,202411,152,152
19083,MG,310665,202412,152,152
19084,MG,310670,202110,2,2
19085,MG,310670,202111,1,1
19086,MG,310670,202112,4,4
19087,MG,310670,202201,1261,1261
19088,MG,310670,202202,1154,1154
19089,MG,310670,202203,1271,1271
19090,MG,310670,202204,1320,1320
19091,MG,310670,202205,1165,1165
19092,MG,310670,202206,1149,1149
19093,MG,310670,202207,1142,1142
19094,MG,310670,202208,1156,1156
19095,MG,310670,202209,1152,1152
19096,MG,310670,202210,1205,1205
19097,MG,310670,202211,975,975
19098,MG,310670,202212,771,771
19099,MG,310670,202301,838,838
19100,MG,310670,202302,1299,1299
19101,MG,310670,202303,1421,1421
19102,MG,310670,202304,1500,1500
19103,MG,310670,202305,1704,1704
19104,MG,310670,202306,1713,1713
19105,MG,310670,202307,2056,2056
19106,MG,310670,202308,2248,2248
19107,MG,310670,202309,2007,2007
19108,MG,310670,202310,2049,2049
19109,MG,310670,202311,1981,1981
19110,MG,310670,202312,1299,1299
19111,MG,310670,202401,1915,1915
19112,MG,310670,202402,1669,1669
19113,MG,310670,202403,1963,1963
19114,MG,310670,202404,2242,2242
19115,MG,310670,202405,2154,2154
19116,MG,310670,202406,2337,2337
19117,MG,310670,202407,1949,1949
19118,MG,310670,202408,1906,1906
19119,MG,310670,202409,2059,2059
19120,MG,310670,202410,1993,1993
19121,MG,310670,202411,2047,2047
19122,MG,310670,202412,2079,2079
19123,MG,310680,202204,9,0
19124,MG,310680,202205,8,0
19125,MG,310680,202206,7,2
19126,MG,310680,202207,6,6
19127,MG,310680,202208,7,7
19128,MG,310680,202210,31,10
19129,MG,310680,202211,8,8
19130,MG,310680,202212,9,9
19131,MG,310680,202301,5,5
19132,MG,310680,202302,13,13
19133,MG,310680,202303,9,9
19134,MG,310680,202304,14,14
19135,MG,310680,202305,5,5
19136,MG,310680,202307,11,11
19137,MG,310680,202309,1,1
19138,MG,310680,202311,3,3
19139,MG,310680,202312,5,5
19140,MG,310680,202401,4,4
19141,MG,310680,202402,6,6
19142,MG,310680,202403,8,8
19143,MG,310680,202407,24,24
19144,MG,310680,202408,14,14
19145,MG,310680,202409,60,60
19146,MG,310680,202410,62,62
19147,MG,310680,202411,67,67
19148,MG,310680,202412,6,6
19149,MG,310690,202201,25,12
19150,MG,310690,202202,85,33
19151,MG,310690,202203,69,31
19152,MG,310690,202204,122,94
19153,MG,310690,202205,118,78
19154,MG,310690,202206,109,79
19155,MG,310690,202207,114,69
19156,MG,310690,202208,128,78
19157,MG,310690,202209,116,73
19158,MG,310690,202210,81,22
19159,MG,310690,202211,132,100
19160,MG,310690,202212,77,40
19161,MG,310690,202301,83,59
19162,MG,310690,202302,65,21
19163,MG,310690,202303,72,20
19164,MG,310690,202304,63,18
19165,MG,310690,202305,66,38
19166,MG,310690,202306,33,17
19167,MG,310690,202307,132,109
19168,MG,310690,202308,144,77
19169,MG,310690,202309,107,73
19170,MG,310690,202310,161,76
19171,MG,310690,202311,175,84
19172,MG,310690,202312,168,168
19173,MG,310690,202401,100,81
19174,MG,310690,202402,89,88
19175,MG,310690,202403,72,72
19176,MG,310690,202404,111,111
19177,MG,310690,202405,105,94
19178,MG,310690,202406,95,95
19179,MG,310690,202407,93,77
19180,MG,310690,202408,67,63
19181,MG,310690,202409,121,121
19182,MG,310690,202410,121,121
19183,MG,310690,202411,130,121
19184,MG,310690,202412,120,120
19185,MG,310700,202201,7,7
19186,MG,310700,202202,6,6
19187,MG,310700,202203,3,3
19188,MG,310700,202204,2,2
19189,MG,310700,202205,4,4
19190,MG,310700,202206,4,4
19191,MG,310700,202207,5,0
19192,MG,310700,202208,5,2
19193,MG,310700,202210,3,3
19194,MG,310700,202211,11,11
19195,MG,310700,202212,9,9
19196,MG,310700,202301,5,5
19197,MG,310700,202302,13,13
19198,MG,310700,202303,17,17
19199,MG,310700,202304,18,9
19200,MG,310700,202305,6,6
19201,MG,310700,202306,11,11
19202,MG,310700,202307,11,11
19203,MG,310700,202308,8,8
19204,MG,310700,202309,7,7
19205,MG,310700,202310,9,4
19206,MG,310700,202311,8,8
19207,MG,310700,202312,10,5
19208,MG,310700,202401,7,7
19209,MG,310700,202402,8,0
19210,MG,310700,202403,10,6
19211,MG,310700,202404,8,2
19212,MG,310700,202405,12,12
19213,MG,310700,202406,9,9
19214,MG,310700,202407,8,8
19215,MG,310700,202408,6,6
19216,MG,310700,202409,8,8
19217,MG,310700,202410,9,9
19218,MG,310700,202411,28,28
19219,MG,310700,202412,28,28
19220,MG,310710,202201,19,19
19221,MG,310710,202202,38,38
19222,MG,310710,202203,31,31
19223,MG,310710,202204,33,33
19224,MG,310710,202205,18,18
19225,MG,310710,202206,27,27
19226,MG,310710,202207,27,27
19227,MG,310710,202208,17,17
19228,MG,310710,202209,63,63
19229,MG,310710,202210,67,67
19230,MG,310710,202211,81,81
19231,MG,310710,202212,61,61
19232,MG,310710,202301,90,90
19233,MG,310710,202302,81,81
19234,MG,310710,202303,51,51
19235,MG,310710,202304,30,30
19236,MG,310710,202305,87,87
19237,MG,310710,202306,41,41
19238,MG,310710,202307,134,134
19239,MG,310710,202308,132,132
19240,MG,310710,202309,79,78
19241,MG,310710,202310,71,71
19242,MG,310710,202311,78,78
19243,MG,310710,202312,67,67
19244,MG,310710,202401,64,64
19245,MG,310710,202402,75,75
19246,MG,310710,202403,76,76
19247,MG,310710,202404,71,71
19248,MG,310710,202405,68,68
19249,MG,310710,202406,76,76
19250,MG,310710,202407,66,66
19251,MG,310710,202408,121,121
19252,MG,310710,202409,125,125
19253,MG,310710,202410,249,249
19254,MG,310710,202411,245,245
19255,MG,310710,202412,300,300
19256,MG,310720,202201,1,1
19257,MG,310720,202202,1,1
19258,MG,310720,202203,1,1
19259,MG,310720,202204,1,1
19260,MG,310720,202306,1,1
19261,MG,310720,202410,2,1
19262,MG,310720,202412,1,0
19263,MG,310730,202201,88,87
19264,MG,310730,202202,86,84
19265,MG,310730,202203,69,69
19266,MG,310730,202204,89,89
19267,MG,310730,202205,105,103
19268,MG,310730,202206,139,139
19269,MG,310730,202207,113,112
19270,MG,310730,202208,95,94
19271,MG,310730,202209,127,123
19272,MG,310730,202210,128,127
19273,MG,310730,202211,131,61
19274,MG,310730,202212,134,60
19275,MG,310730,202301,130,53
19276,MG,310730,202302,13,12
19277,MG,310730,202303,193,42
19278,MG,310730,202304,108,37
19279,MG,310730,202305,194,114
19280,MG,310730,202306,173,103
19281,MG,310730,202307,171,106
19282,MG,310730,202308,221,151
19283,MG,310730,202309,300,270
19284,MG,310730,202310,411,341
19285,MG,310730,202311,418,357
19286,MG,310730,202312,329,279
19287,MG,310730,202401,356,296
19288,MG,310730,202402,462,392
19289,MG,310730,202403,477,414
19290,MG,310730,202404,565,535
19291,MG,310730,202405,542,520
19292,MG,310730,202406,404,404
19293,MG,310730,202407,421,412
19294,MG,310730,202408,394,394
19295,MG,310730,202409,403,403
19296,MG,310730,202410,417,416
19297,MG,310730,202411,469,461
19298,MG,310730,202412,616,616
19299,MG,310740,202111,1,1
19300,MG,310740,202201,98,98
19301,MG,310740,202202,293,293
19302,MG,310740,202203,210,210
19303,MG,310740,202204,185,185
19304,MG,310740,202205,135,135
19305,MG,310740,202206,65,65
19306,MG,310740,202207,185,185
19307,MG,310740,202208,170,163
19308,MG,310740,202209,168,168
19309,MG,310740,202210,177,175
19310,MG,310740,202211,196,183
19311,MG,310740,202212,74,74
19312,MG,310740,202301,194,194
19313,MG,310740,202302,172,172
19314,MG,310740,202303,240,235
19315,MG,310740,202304,62,54
19316,MG,310740,202305,243,239
19317,MG,310740,202306,209,209
19318,MG,310740,202307,59,59
19319,MG,310740,202308,68,68
19320,MG,310740,202309,110,110
19321,MG,310740,202310,187,187
19322,MG,310740,202311,188,188
19323,MG,310740,202312,173,173
19324,MG,310740,202401,198,198
19325,MG,310740,202402,147,147
19326,MG,310740,202403,231,231
19327,MG,310740,202404,285,285
19328,MG,310740,202405,297,297
19329,MG,310740,202406,318,318
19330,MG,310740,202407,272,272
19331,MG,310740,202408,371,371
19332,MG,310740,202409,366,366
19333,MG,310740,202410,364,364
19334,MG,310740,202411,363,363
19335,MG,310740,202412,287,287
19336,MG,310750,202201,40,31
19337,MG,310750,202202,21,12
19338,MG,310750,202203,22,22
19339,MG,310750,202204,51,32
19340,MG,310750,202205,40,21
19341,MG,310750,202206,30,11
19342,MG,310750,202207,20,10
19343,MG,310750,202208,30,30
19344,MG,310750,202209,60,31
19345,MG,310750,202210,50,30
