,nome_municipio,area_desmatada,codigo_municipio,uf,ano
9525,Rorainópolis,79.52,1400472,Roraima,2020
9526,Cocalinho,0.7,5103106,Mato Grosso,2020
9527,Costa Marques,36.54,1100080,Rondônia,2020
9528,Macapá,1.44,1600303,Amapá,2020
9529,Mirante da Serra,7.22,1101302,Rondônia,2020
9530,Monte Alegre,32.83,1504802,Pará,2020
9531,Santa Rosa do Purus,5.16,1200435,Acre,2020
9532,Palmeirópolis,0.0,1715754,Tocantins,2020
9533,Canaã dos Carajás,1.93,1502152,Pará,2020
9534,Guimarães,0.0,2104909,Maranhão,2020
9535,Belterra,4.47,1501451,Pará,2020
9536,Itapiratins,0.0,1710904,Tocantins,2020
9537,Araguanã,0.17,2100873,Maranhão,2020
9538,Viseu,8.65,1508308,Pará,2020
9539,Uruará,133.37,1508159,Pará,2020
9540,Junco do Maranhão,0.0,2105658,Maranhão,2020
9541,Novo Aripuanã,110.33,1303304,Amazonas,2020
9542,Cotriguaçu,49.78,5103379,Mato Grosso,2020
9543,Jatobá,0.99,2105450,Maranhão,2020
9544,Rio Sono,0.0,1718758,Tocantins,2020
9545,Tracuateua,0.08,1508035,Pará,2020
9546,Breu Branco,13.11,1501782,Pará,2020
9547,Santa Tereza do Tocantins,0.0,1719004,Tocantins,2020
9548,Maracaçumé,0.27,2106326,Maranhão,2020
9549,Parintins,3.03,1303403,Amazonas,2020
9550,Porto Grande,0.59,1600535,Amapá,2020
9551,Aragominas,1.6,1701309,Tocantins,2020
9552,Pugmil,0.0,1718451,Tocantins,2020
9553,Araguacema,0.27,1701903,Tocantins,2020
9554,Novo Airão,0.73,1303205,Amazonas,2020
9555,Breves,1.88,1501808,Pará,2020
9556,Acará,15.67,1500206,Pará,2020
9557,Augustinópolis,0.1,1702554,Tocantins,2020
9558,Canutama,62.42,1300904,Amazonas,2020
9559,Serra Nova Dourada,2.2,5107883,Mato Grosso,2020
9560,Humaitá,108.57,1301704,Amazonas,2020
9561,Borba,12.27,1300805,Amazonas,2020
9562,Ourilândia do Norte,17.69,1505437,Pará,2020
9563,Cerejeiras,0.92,1100056,Rondônia,2020
9564,Mãe do Rio,0.21,1504059,Pará,2020
9565,Bom Jesus das Selvas,12.18,2102036,Maranhão,2020
9566,São João do Soter,0.0,2111078,Maranhão,2020
9567,Magalhães Barata,1.72,1504109,Pará,2020
9568,Senador Alexandre Costa,2.37,2111748,Maranhão,2020
9569,São Mateus do Maranhão,0.14,2111508,Maranhão,2020
9570,Marajá do Sena,8.49,2106359,Maranhão,2020
9571,Igarapé do Meio,0.31,2105153,Maranhão,2020
9572,Santa Rosa do Tocantins,0.0,1718907,Tocantins,2020
9573,Manacapuru,10.88,1302504,Amazonas,2020
9574,Alvarães,5.36,1300029,Amazonas,2020
9575,Cabixi,0.96,1100031,Rondônia,2020
9576,Candeias do Jamari,113.86,1100809,Rondônia,2020
9577,Nova Canaã do Norte,9.2,5106216,Mato Grosso,2020
9578,Moju,36.29,1504703,Pará,2020
9579,Maués,21.4,1302900,Amazonas,2020
9580,São Miguel do Guaporé,20.47,1100320,Rondônia,2020
9581,Santa Maria das Barreiras,32.71,1506583,Pará,2020
9582,Silves,1.62,1304005,Amazonas,2020
9583,Bandeirantes do Tocantins,0.0,1703057,Tocantins,2020
9584,Porto Alegre do Norte,12.36,5106778,Mato Grosso,2020
9585,Gaúcha do Norte,52.58,5103858,Mato Grosso,2020
9586,Nova Monte Verde,18.89,5108956,Mato Grosso,2020
9587,Cametá,0.45,1502103,Pará,2020
9588,Tarauacá,51.57,1200609,Acre,2020
9589,São José do Xingu,1.2,5107354,Mato Grosso,2020
9590,Nova Olinda do Norte,6.07,1303106,Amazonas,2020
9591,Pracuúba,0.64,1600550,Amapá,2020
9592,Bom Jesus do Araguaia,2.54,5101852,Mato Grosso,2020
9593,Santo Antônio do Içá,2.95,1303700,Amazonas,2020
9594,Tabatinga,0.64,1304062,Amazonas,2020
9595,Vitória do Xingu,8.44,1508357,Pará,2020
9596,Campos de Júlio,0.09,5102686,Mato Grosso,2020
9597,Aripuanã,142.88,5101407,Mato Grosso,2020
9598,Alvorada D'Oeste,1.82,1100346,Rondônia,2020
9599,Nova Ubiratã,31.98,5106240,Mato Grosso,2020
9600,Cruzeiro do Sul,42.47,1200203,Acre,2020
9601,Alta Floresta,18.49,5100250,Mato Grosso,2020
9602,Faro,1.17,1503002,Pará,2020
9603,Canarana,3.46,5102702,Mato Grosso,2020
9604,Cachoeira do Arari,0.0,1502004,Pará,2020
9605,Paraíso do Tocantins,0.0,1716109,Tocantins,2020
9606,Primavera de Rondônia,0.3,1101476,Rondônia,2020
9607,Cutias,0.4,1600212,Amapá,2020
9608,Cacoal,4.96,1100049,Rondônia,2020
9609,Piçarra,1.61,1505635,Pará,2020
9610,Vitória do Jari,1.13,1600808,Amapá,2020
9611,Porto Nacional,0.0,1718204,Tocantins,2020
9612,Assis Brasil,18.17,1200054,Acre,2020
9613,Planalto da Serra,0.0,5106455,Mato Grosso,2020
9614,Colinas do Tocantins,0.0,1705508,Tocantins,2020
9615,Colíder,5.63,5103205,Mato Grosso,2020
9616,Sinop,10.01,5107909,Mato Grosso,2020
9617,Muricilândia,0.3,1713957,Tocantins,2020
9618,Alta Floresta D'Oeste,25.42,1100015,Rondônia,2020
9619,Sorriso,0.33,5107925,Mato Grosso,2020
9620,Inhangapi,0.25,1503408,Pará,2020
9621,Bacabal,0.0,2101202,Maranhão,2020
9622,Primavera,0.45,1506104,Pará,2020
9623,Presidente Sarney,4.95,2109270,Maranhão,2020
9624,Lagoa Grande do Maranhão,0.4,2105963,Maranhão,2020
9625,Campestre do Maranhão,0.09,2102556,Maranhão,2020
9626,Dom Pedro,0.59,2103802,Maranhão,2020
9627,Itaguatins,0.2,1710706,Tocantins,2020
9628,Nova Olinda do Maranhão,9.47,2107357,Maranhão,2020
9629,Ananás,5.2,1701002,Tocantins,2020
9630,Santa Luzia do Paruá,1.48,2110039,Maranhão,2020
9631,Palmeirândia,0.0,2107605,Maranhão,2020
9632,Nova Esperança do Piriá,7.71,1504950,Pará,2020
9633,Alto Taquari,0.0,5100607,Mato Grosso,2020
9634,Ji-Paraná,2.51,1100122,Rondônia,2020
9635,Boa Vista do Ramos,0.6,1300680,Amazonas,2020
9636,Carolina,0.0,2102804,Maranhão,2020
9637,Japurá,2.21,1302108,Amazonas,2020
9638,Santa Bárbara do Pará,0.32,1506351,Pará,2020
9639,Monte do Carmo,0.0,1713601,Tocantins,2020
9640,Prainha,54.88,1506005,Pará,2020
9641,Tuntum,3.81,2112308,Maranhão,2020
9642,Curuçá,0.87,1502905,Pará,2020
9643,Taipas do Tocantins,0.0,1720937,Tocantins,2020
9644,Itaipava do Grajaú,0.81,2105351,Maranhão,2020
9645,Laranjal do Jari,0.37,1600279,Amapá,2020
9646,Senador La Rocque,0.52,2111763,Maranhão,2020
9647,Santa Luzia,6.15,2110005,Maranhão,2020
9648,Santana do Araguaia,51.62,1506708,Pará,2020
9649,Santo Antônio do Tauá,0.39,1507003,Pará,2020
9650,Tasso Fragoso,0.0,2112001,Maranhão,2020
9651,Porto Rico do Maranhão,0.0,2109056,Maranhão,2020
9652,Silvanópolis,0.0,1720655,Tocantins,2020
9653,Sítio Novo do Tocantins,0.25,1720804,Tocantins,2020
9654,Santa Luzia do Pará,0.55,1506559,Pará,2020
9655,Raposa,0.04,2109452,Maranhão,2020
9656,Vila Rica,4.56,5108600,Mato Grosso,2020
9657,Olinda Nova do Maranhão,0.0,2107456,Maranhão,2020
9658,Presidente Vargas,0.08,2109304,Maranhão,2020
9659,Bacurituba,0.0,2101350,Maranhão,2020
9660,Gonçalves Dias,7.37,2104404,Maranhão,2020
9661,São José de Ribamar,0.57,2111201,Maranhão,2020
9662,Altamira do Maranhão,0.0,2100402,Maranhão,2020
9663,Garrafão do Norte,0.93,1503077,Pará,2020
9664,Fortuna,4.91,2104206,Maranhão,2020
9665,São Caetano de Odivelas,0.9,1507102,Pará,2020
9666,Machadinho D'Oeste,44.38,1100130,Rondônia,2020
9667,Bequimão,0.0,2101905,Maranhão,2020
9668,Rosário,1.91,2109601,Maranhão,2020
9669,Capitão Poço,1.17,1502301,Pará,2020
9670,Bujaru,1.25,1501907,Pará,2020
9671,Monte Negro,14.34,1101401,Rondônia,2020
9672,Rodrigues Alves,15.54,1200427,Acre,2020
9673,Terra Santa,2.79,1507979,Pará,2020
9674,Bacuri,0.0,2101301,Maranhão,2020
9675,Santa Rita,4.18,2110203,Maranhão,2020
9676,Capanema,0.53,1502202,Pará,2020
9677,Presidente Dutra,1.68,2109106,Maranhão,2020
9678,Santarém,15.56,1506807,Pará,2020
9679,Melgaço,2.19,1504505,Pará,2020
9680,Peixe-Boi,0.25,1505601,Pará,2020
9681,Passagem Franca,0.0,2107902,Maranhão,2020
9682,Juruena,5.44,5105176,Mato Grosso,2020
9683,Anajás,0.9,1500701,Pará,2020
9684,Buritis,38.4,1100452,Rondônia,2020
9685,Dom Eliseu,26.7,1502939,Pará,2020
9686,Senador José Porfírio,147.61,1507805,Pará,2020
9687,Vargem Grande,0.63,2112704,Maranhão,2020
9688,Rio da Conceição,0.0,1718659,Tocantins,2020
9689,Itapecuru Mirim,4.21,2105401,Maranhão,2020
9690,Loreto,0.0,2106102,Maranhão,2020
9691,Benedito Leite,0.0,2101806,Maranhão,2020
9692,Jacundá,3.76,1503804,Pará,2020
9693,Porto Walter,23.58,1200393,Acre,2020
9694,Abel Figueiredo,1.21,1500131,Pará,2020
9695,Açailândia,20.0,2100055,Maranhão,2020
9696,Itacoatiara,10.25,1301902,Amazonas,2020
9697,São Miguel do Tocantins,0.51,1720200,Tocantins,2020
9698,Bom Lugar,0.0,2102077,Maranhão,2020
9699,Marianópolis do Tocantins,0.38,1712504,Tocantins,2020
9700,Santa Inês,0.0,2109908,Maranhão,2020
9701,Codó,1.54,2103307,Maranhão,2020
9702,Carlinda,1.6,5102793,Mato Grosso,2020
9703,Pindorama do Tocantins,0.0,1717008,Tocantins,2020
9704,Alto Parnaíba,0.0,2100501,Maranhão,2020
9705,Feliz Natal,63.45,5103700,Mato Grosso,2020
9706,São Félix do Araguaia,17.28,5107859,Mato Grosso,2020
9707,Pequizeiro,0.0,1716653,Tocantins,2020
9708,Eldorado do Carajás,2.85,1502954,Pará,2020
9709,Rio Crespo,6.19,1100262,Rondônia,2020
9710,Brasiléia,40.12,1200104,Acre,2020
9711,Tangará da Serra,0.62,5107958,Mato Grosso,2020
9712,Fonte Boa,0.0,1301605,Amazonas,2020
9713,São Miguel do Guamá,0.66,1507607,Pará,2020
9714,Nova Ipixuna,6.55,1504976,Pará,2020
9715,Filadélfia,0.0,1707702,Tocantins,2020
9716,São Domingos do Azeitão,0.0,2110658,Maranhão,2020
9717,Beruri,3.29,1300631,Amazonas,2020
9718,Espigão D'Oeste,4.16,1100098,Rondônia,2020
9719,Uiramutã,0.99,1400704,Roraima,2020
9720,Esperantinópolis,0.0,2104008,Maranhão,2020
9721,Apiacás,51.81,5100805,Mato Grosso,2020
9722,Tupiratins,0.0,1721307,Tocantins,2020
9723,Itanhangá,31.96,5104542,Mato Grosso,2020
9724,Barreirinha,1.45,1300508,Amazonas,2020
9725,Nobres,0.0,5105903,Mato Grosso,2020
9726,São Luís,1.25,2111300,Maranhão,2020
9727,Tucuruí,8.64,1508100,Pará,2020
9728,Paranã,0.0,1716208,Tocantins,2020
9729,Imperatriz,0.0,2105302,Maranhão,2020
9730,Benevides,0.31,1501501,Pará,2020
9731,São João do Carú,0.89,2111029,Maranhão,2020
9732,Cariri do Tocantins,0.0,1703867,Tocantins,2020
9733,Óbidos,42.42,1505106,Pará,2020
9734,Cidelândia,2.24,2103257,Maranhão,2020
9735,Xapuri,39.47,1200708,Acre,2020
9736,Porto Acre,19.51,1200807,Acre,2020
9737,Lavandeira,0.0,1712157,Tocantins,2020
9738,Ponte Alta do Bom Jesus,0.0,1717800,Tocantins,2020
9739,São Roberto,0.0,2111672,Maranhão,2020
9740,Alto Alegre do Pindaré,0.41,2100477,Maranhão,2020
9741,Sena Madureira,73.0,1200500,Acre,2020
9742,Abreulândia,0.17,1700251,Tocantins,2020
9743,Governador Luiz Rocha,5.22,2104628,Maranhão,2020
9744,Pedreiras,0.0,2108207,Maranhão,2020
9745,Xinguara,1.46,1508407,Pará,2020
9746,Itapuã do Oeste,13.36,1101104,Rondônia,2020
9747,São Sebastião da Boa Vista,0.41,1507706,Pará,2020
9748,Presidente Médici,0.0,2109239,Maranhão,2020
9749,São Francisco do Guaporé,21.64,1101492,Rondônia,2020
9750,Fátima,0.0,1707553,Tocantins,2020
9751,Paraibano,0.0,2107704,Maranhão,2020
9752,Placas,85.87,1505650,Pará,2020
9753,Vale do Paraíso,2.04,1101807,Rondônia,2020
9754,Manoel Urbano,54.0,1200344,Acre,2020
9755,Novo Progresso,364.1,1505031,Pará,2020
9756,Montes Altos,0.62,2107001,Maranhão,2020
9757,Chapada de Areia,0.19,1704600,Tocantins,2020
9758,Vale do Anari,7.18,1101757,Rondônia,2020
9759,Governador Edison Lobão,0.0,2104552,Maranhão,2020
9760,Dueré,0.39,1707306,Tocantins,2020
9761,Alenquer,32.86,1500404,Pará,2020
9762,Mazagão,0.71,1600402,Amapá,2020
9763,Curionópolis,3.76,1502772,Pará,2020
9764,Tailândia,37.48,1507953,Pará,2020
9765,Arapoema,0.07,1702307,Tocantins,2020
9766,Rondolândia,51.29,5107578,Mato Grosso,2020
9767,Buriticupu,8.18,2102325,Maranhão,2020
9768,São Paulo de Olivença,3.55,1303908,Amazonas,2020
9769,Cantá,21.01,1400175,Roraima,2020
9770,Apicum-Açu,0.07,2100832,Maranhão,2020
9771,Anamã,0.66,1300086,Amazonas,2020
9772,Sucupira,0.0,1720853,Tocantins,2020
9773,Presidente Médici,0.74,1100254,Rondônia,2020
9774,Pacajá,247.25,1505486,Pará,2020
9775,Paranatinga,65.86,5106307,Mato Grosso,2020
9776,Pimenta Bueno,17.32,1100189,Rondônia,2020
9777,Paço do Lumiar,1.12,2107506,Maranhão,2020
9778,Aparecida do Rio Negro,0.0,1701101,Tocantins,2020
9779,Matinha,0.08,2106508,Maranhão,2020
9780,Ulianópolis,57.04,1508126,Pará,2020
9781,Itupiranga,33.22,1503705,Pará,2020
9782,Rio Preto da Eva,2.99,1303569,Amazonas,2020
9783,Santa Rita do Trivelato,0.0,5107768,Mato Grosso,2020
9784,São João do Araguaia,4.77,1507508,Pará,2020
9785,Água Azul do Norte,8.13,1500347,Pará,2020
9786,Barra do Corda,7.27,2101608,Maranhão,2020
9787,Urucurituba,0.07,1304401,Amazonas,2020
9788,Santo Afonso,1.9,5107263,Mato Grosso,2020
9789,Muaná,0.09,1504901,Pará,2020
9790,Davinópolis,0.52,2103752,Maranhão,2020
9791,Colméia,0.43,1716703,Tocantins,2020
9792,Novo Repartimento,154.82,1505064,Pará,2020
9793,Monte Santo do Tocantins,0.02,1713700,Tocantins,2020
9794,Grajaú,11.42,2104800,Maranhão,2020
9795,Alto Alegre dos Parecis,12.53,1100379,Rondônia,2020
9796,Portel,189.99,1505809,Pará,2020
9797,Itaúba,13.46,5104559,Mato Grosso,2020
9798,Parecis,6.02,1101450,Rondônia,2020
9799,Colorado do Oeste,0.7,1100064,Rondônia,2020
9800,Presidente Kennedy,0.0,1718402,Tocantins,2020
9801,Anapu,111.95,1500859,Pará,2020
9802,Juarina,0.0,1711803,Tocantins,2020
9803,Novo Horizonte do Norte,0.48,5106273,Mato Grosso,2020
9804,Tonantins,1.13,1304237,Amazonas,2020
9805,João Lisboa,1.73,2105500,Maranhão,2020
9806,Porto Velho,449.64,1100205,Rondônia,2020
9807,Nova Olinda,0.0,1714880,Tocantins,2020
9808,Confresa,29.37,5103353,Mato Grosso,2020
9809,Curuá,9.55,1502855,Pará,2020
9810,Itapiranga,0.16,1302009,Amazonas,2020
9811,São Luís Gonzaga do Maranhão,0.07,2111409,Maranhão,2020
9812,Novo Santo Antônio,0.44,5106315,Mato Grosso,2020
9813,Novo Horizonte do Oeste,0.56,1100502,Rondônia,2020
9814,São Raimundo das Mangabeiras,0.0,2111607,Maranhão,2020
9815,Cândido Mendes,0.67,2102606,Maranhão,2020
9816,Amarante do Maranhão,6.71,2100600,Maranhão,2020
9817,Plácido de Castro,8.28,1200385,Acre,2020
9818,Serrano do Maranhão,0.0,2111789,Maranhão,2020
9819,Irituia,0.52,1503507,Pará,2020
9820,Pauini,21.14,1303502,Amazonas,2020
9821,Oeiras do Pará,2.42,1505205,Pará,2020
9822,Acrelândia,12.94,1200013,Acre,2020
9823,Almeirim,24.7,1500503,Pará,2020
9824,Ribeirão Cascalheira,2.14,5107180,Mato Grosso,2020
9825,Esperantina,0.77,1707405,Tocantins,2020
9826,Feijó,99.88,1200302,Acre,2020
9827,Couto Magalhães,0.0,1706001,Tocantins,2020
9828,Igarapé-Miri,1.08,1503309,Pará,2020
9829,Rurópolis,98.57,1506195,Pará,2020
9830,Porto Franco,0.28,2109007,Maranhão,2020
9831,Sampaio,0.01,1718808,Tocantins,2020
9832,Belém,0.23,1501402,Pará,2020
9833,Vitória do Mearim,1.4,2112902,Maranhão,2020
9834,Tupirama,0.0,1721257,Tocantins,2020
9835,São Domingos do Capim,2.14,1507201,Pará,2020
9836,Trizidela do Vale,0.0,2112233,Maranhão,2020
9837,Porto Alegre do Tocantins,0.0,1718006,Tocantins,2020
9838,Goiatins,0.0,1709005,Tocantins,2020
9839,Chapada da Natividade,0.0,1705102,Tocantins,2020
9840,São Sebastião do Tocantins,0.0,1720309,Tocantins,2020
9841,Amapá do Maranhão,1.66,2100550,Maranhão,2020
9842,Taguatinga,0.0,1720903,Tocantins,2020
9843,São Vicente Ferrer,0.0,2111706,Maranhão,2020
9844,Tocantínia,0.0,1721109,Tocantins,2020
9845,Pinheiro,4.09,2108603,Maranhão,2020
9846,Cristalândia,0.0,1706100,Tocantins,2020
9847,Aguiarnópolis,0.0,1700301,Tocantins,2020
9848,Piraquê,0.87,1717206,Tocantins,2020
9849,Bonito,0.24,1501600,Pará,2020
9850,Fortaleza dos Nogueiras,0.0,2104107,Maranhão,2020
9851,Terra Alta,0.21,1507961,Pará,2020
9852,Lago da Pedra,0.0,2105708,Maranhão,2020
9853,Balsas,0.0,2101400,Maranhão,2020
9854,Ipixuna do Pará,23.22,1503457,Pará,2020
9855,Santo Antônio dos Lopes,0.14,2110302,Maranhão,2020
9856,Serra do Navio,0.08,1600055,Amapá,2020
9857,Pau D'Arco,0.0,1716307,Tocantins,2020
9858,Concórdia do Pará,0.77,1502756,Pará,2020
9859,Lima Campos,0.43,2106003,Maranhão,2020
9860,São João do Paraíso,0.6,2111052,Maranhão,2020
9861,Boa Vista do Gurupi,1.65,2101970,Maranhão,2020
9862,Ponte Alta do Tocantins,0.0,1717909,Tocantins,2020
9863,Nazaré,0.0,1714302,Tocantins,2020
9864,Aveiro,35.01,1501006,Pará,2020
9865,Nova União,9.64,1101435,Rondônia,2020
9866,Boca do Acre,142.06,1300706,Amazonas,2020
9867,Luciara,0.21,5105309,Mato Grosso,2020
9868,Xambioá,0.58,1722107,Tocantins,2020
9869,Barcelos,1.26,1300409,Amazonas,2020
9870,Guaraí,0.5,1709302,Tocantins,2020
9871,Codajás,1.26,1301308,Amazonas,2020
9872,Querência,22.38,5107065,Mato Grosso,2020
9873,São Luiz,6.53,1400605,Roraima,2020
9874,Careiro,4.39,1301100,Amazonas,2020
9875,Pium,0.0,1717503,Tocantins,2020
9876,Brasnorte,33.73,5101902,Mato Grosso,2020
9877,Paranaíta,23.08,5106299,Mato Grosso,2020
9878,Oriximiná,24.5,1505304,Pará,2020
9879,Amajari,14.98,1400027,Roraima,2020
9880,Baião,6.44,1501204,Pará,2020
9881,Pacaraima,0.46,1400456,Roraima,2020
9882,Tabocão,0.0,1708254,Tocantins,2020
9883,São Salvador do Tocantins,0.0,1720259,Tocantins,2020
9884,Ipueiras,0.0,1709807,Tocantins,2020
9885,Juruá,0.77,1302207,Amazonas,2020
9886,Santana,0.35,1600600,Amapá,2020
9887,Jutaí,7.27,1302306,Amazonas,2020
9888,Crixás do Tocantins,0.0,1706258,Tocantins,2020
9889,Angico,0.23,1701051,Tocantins,2020
9890,Palestina do Pará,1.05,1505494,Pará,2020
9891,Alto Boa Vista,1.45,5100359,Mato Grosso,2020
9892,Turiaçu,1.1,2112407,Maranhão,2020
9893,Wanderlândia,0.85,1722081,Tocantins,2020
9894,Viana,0.15,2112803,Maranhão,2020
9895,Pedro Afonso,1.53,1716505,Tocantins,2020
9896,Riachinho,0.91,1718550,Tocantins,2020
9897,São Valério,0.0,1720499,Tocantins,2020
9898,Cachoeira do Piriá,27.86,1501956,Pará,2020
9899,Castanhal,0.75,1502400,Pará,2020
9900,Rondon do Pará,36.28,1506187,Pará,2020
9901,Barra do Ouro,0.0,1703073,Tocantins,2020
9902,Tomé-Açu,15.95,1508001,Pará,2020
9903,Poção de Pedras,0.0,2108900,Maranhão,2020
9904,São Bento,0.1,2110500,Maranhão,2020
9905,Godofredo Viana,1.68,2104305,Maranhão,2020
9906,Presidente Juscelino,0.28,2109205,Maranhão,2020
9907,São Pedro dos Crentes,0.0,2111573,Maranhão,2020
9908,Buriti do Tocantins,0.13,1703800,Tocantins,2020
9909,Centro Novo do Maranhão,9.54,2103174,Maranhão,2020
9910,Careiro da Várzea,7.07,1301159,Amazonas,2020
9911,Buriti Bravo,0.09,2102309,Maranhão,2020
9912,Pedro do Rosário,2.71,2108256,Maranhão,2020
9913,Palmeirante,0.0,1715705,Tocantins,2020
9914,Palmeiras do Tocantins,0.14,1713809,Tocantins,2020
9915,Carrasco Bonito,0.0,1703891,Tocantins,2020
9916,Conceição do Lago-Açu,0.0,2103554,Maranhão,2020
9917,Vitorino Freire,0.0,2113009,Maranhão,2020
9918,São Domingos do Araguaia,1.57,1507151,Pará,2020
9919,Almas,0.0,1700400,Tocantins,2020
9920,Lajeado,0.0,1712009,Tocantins,2020
9921,Feira Nova do Maranhão,0.0,2104073,Maranhão,2020
9922,Icatu,0.07,2105104,Maranhão,2020
9923,Cururupu,0.0,2103703,Maranhão,2020
9924,Itacajá,0.0,1710508,Tocantins,2020
9925,Luís Domingues,0.37,2106201,Maranhão,2020
9926,Campos Lindos,0.0,1703842,Tocantins,2020
9927,Aurora do Pará,3.11,1500958,Pará,2020
9928,Peri Mirim,0.71,2108405,Maranhão,2020
9929,Capinzal do Norte,0.08,2102754,Maranhão,2020
9930,Cachoeirinha,0.3,1703826,Tocantins,2020
9931,Bela Vista do Maranhão,0.0,2101772,Maranhão,2020
9932,Carmolândia,0.0,1703883,Tocantins,2020
9933,Santa Rita do Tocantins,0.0,1718899,Tocantins,2020
9934,Ministro Andreazza,0.88,1101203,Rondônia,2020
9935,Ponta de Pedras,0.0,1505700,Pará,2020
9936,Chupinguaia,12.61,1100924,Rondônia,2020
9937,Castanheira,7.2,5102850,Mato Grosso,2020
9938,Manaquiri,2.01,1302553,Amazonas,2020
9939,Marcelândia,112.1,5105580,Mato Grosso,2020
9940,Formoso do Araguaia,1.86,1708205,Tocantins,2020
9941,São Felipe D'Oeste,0.0,1101484,Rondônia,2020
9942,Brejinho de Nazaré,0.0,1703701,Tocantins,2020
9943,Juara,52.57,5105101,Mato Grosso,2020
9944,Guarantã do Norte,8.01,5104104,Mato Grosso,2020
9945,Nova Marilândia,0.56,5108857,Mato Grosso,2020
9946,Bernardo do Mearim,0.0,2101939,Maranhão,2020
9947,Terra Nova do Norte,1.51,5108055,Mato Grosso,2020
9948,Indiavaí,0.0,5104500,Mato Grosso,2020
9949,Soure,0.0,1507904,Pará,2020
9950,Caapiranga,2.52,1300839,Amazonas,2020
9951,Marabá,57.95,1504208,Pará,2020
9952,Nova Brasilândia D'Oeste,3.93,1100148,Rondônia,2020
9953,Campo Novo do Parecis,0.0,5102637,Mato Grosso,2020
9954,Guajará-Mirim,34.55,1100106,Rondônia,2020
9955,Mojuí dos Campos,31.41,1504752,Pará,2020
9956,Benjamin Constant,0.1,1300607,Amazonas,2020
9957,Dois Irmãos do Tocantins,0.0,1707207,Tocantins,2020
9958,Jaru,4.31,1100114,Rondônia,2020
9959,Jordão,11.65,1200328,Acre,2020
9960,Mucajaí,43.16,1400308,Roraima,2020
9961,Normandia,0.0,1400407,Roraima,2020
9962,Juína,20.37,5105150,Mato Grosso,2020
9963,Corumbiara,4.08,1100072,Rondônia,2020
9964,Urupá,1.04,1101708,Rondônia,2020
9965,Trairão,82.33,1508050,Pará,2020
9966,Atalaia do Norte,1.0,1300201,Amazonas,2020
9967,Nhamundá,3.75,1303007,Amazonas,2020
9968,Barra do Garças,0.0,5101803,Mato Grosso,2020
9969,São Domingos do Maranhão,5.63,2110708,Maranhão,2020
9970,Bagre,3.26,1501105,Pará,2020
9971,São Bento do Tocantins,0.0,1720101,Tocantins,2020
9972,Juruti,9.33,1503903,Pará,2020
9973,Colniza,239.43,5103254,Mato Grosso,2020
9974,Quatipuru,0.08,1506112,Pará,2020
9975,Salinópolis,0.0,1506203,Pará,2020
9976,Babaçulândia,0.0,1703008,Tocantins,2020
9977,Zé Doca,1.03,2114007,Maranhão,2020
9978,Sapucaia,3.78,1507755,Pará,2020
9979,Colares,0.06,1502608,Pará,2020
9980,Araguatins,1.54,1702208,Tocantins,2020
9981,Pio XII,0.0,2108702,Maranhão,2020
9982,Novo Jardim,0.0,1715259,Tocantins,2020
9983,Marechal Thaumaturgo,28.65,1200351,Acre,2020
9984,Teixeirópolis,0.36,1101559,Rondônia,2020
9985,São Francisco do Pará,0.21,1507409,Pará,2020
9986,Paulo Ramos,0.47,2108108,Maranhão,2020
9987,Nova Colinas,0.0,2107258,Maranhão,2020
9988,Santa Maria do Tocantins,0.0,1718881,Tocantins,2020
9989,Arraias,0.0,1702406,Tocantins,2020
9990,Salvaterra,0.08,1506302,Pará,2020
9991,Manicoré,79.68,1302702,Amazonas,2020
9992,Santa Maria do Pará,0.1,1506609,Pará,2020
9993,Cajapió,0.0,2102408,Maranhão,2020
9994,Bom Jardim,20.65,2102002,Maranhão,2020
9995,Peixe,0.0,1716604,Tocantins,2020
9996,Governador Archer,0.9,2104503,Maranhão,2020
9997,Curralinho,1.08,1502806,Pará,2020
9998,Talismã,0.0,1720978,Tocantins,2020
9999,Timbiras,0.06,2112100,Maranhão,2020
10000,Igarapé-Açu,0.22,1503200,Pará,2020
10001,Lago Verde,0.0,2105906,Maranhão,2020
10002,Itamarati,1.27,1301951,Amazonas,2020
10003,Lábrea,382.87,1302405,Amazonas,2020
10004,Luzinópolis,0.0,1712454,Tocantins,2020
10005,Brasilândia do Tocantins,0.0,1703602,Tocantins,2020
10006,Axixá,0.0,2101103,Maranhão,2020
10007,Brejo de Areia,1.36,2102150,Maranhão,2020
10008,Marituba,0.0,1504422,Pará,2020
10009,Recursolândia,0.79,1718501,Tocantins,2020
10010,Praia Norte,0.39,1718303,Tocantins,2020
10011,Sítio Novo,0.0,2111805,Maranhão,2020
10012,Ouro Preto do Oeste,8.57,1100155,Rondônia,2020
10013,São Félix do Tocantins,0.0,1720150,Tocantins,2020
10014,Marapanim,0.67,1504406,Pará,2020
10015,Bacabeira,0.53,2101251,Maranhão,2020
10016,Santarém Novo,0.07,1506906,Pará,2020
10017,Mirador,0.0,2106706,Maranhão,2020
10018,Vila Nova dos Martírios,0.49,2112852,Maranhão,2020
10019,Riachão,0.0,2109502,Maranhão,2020
10020,Ourém,0.33,1505403,Pará,2020
10021,São José dos Basílios,0.07,2111250,Maranhão,2020
10022,Governador Nunes Freire,0.09,2104677,Maranhão,2020
10023,Calçoene,1.11,1600204,Amapá,2020
10024,Alto Araguaia,0.0,5100300,Mato Grosso,2020
