,nome_municipio,area_desmatada,codigo_municipio,uf,ano
7700,Riachão,0.0,2109502,Maranhão,2017
7701,Ourém,0.6,1505403,Pará,2017
7702,São José dos Basílios,0.63,2111250,Maranhão,2017
7703,Governador Nunes Freire,0.14,2104677,Maranhão,2017
7704,Calçoene,3.02,1600204,Amapá,2017
7705,Alto Araguaia,0.0,5100300,Mato Grosso,2017
7706,Mirinzal,0.0,2106805,Maranhão,2017
7707,Jenipapo dos Vieiras,1.79,2105476,Maranhão,2017
7708,Santa Izabel do Pará,1.7,1506500,Pará,2017
7709,Combinado,0.0,1705557,Tocantins,2017
7710,Envira,4.63,1301506,Amazonas,2017
7711,Graça Aranha,1.27,2104701,Maranhão,2017
7712,Tocantinópolis,0.08,1721208,Tocantins,2017
7713,Amaturá,0.58,1300060,Amazonas,2017
7714,Cacaulândia,12.19,1100601,Rondônia,2017
7715,São Félix de Balsas,0.0,2110807,Maranhão,2017
7716,Colinas,3.67,2103505,Maranhão,2017
7717,Buritirana,2.11,2102358,Maranhão,2017
7718,Ananindeua,0.0,1500800,Pará,2017
7719,Presidente Figueiredo,8.61,1303536,Amazonas,2017
7720,Abaetetuba,1.18,1500107,Pará,2017
7721,Pindaré-Mirim,0.0,2108504,Maranhão,2017
7722,Centenário,0.0,1704105,Tocantins,2017
7723,Santa Terezinha do Tocantins,0.0,1720002,Tocantins,2017
7724,Vigia,0.17,1508209,Pará,2017
7725,Campo Novo de Rondônia,26.98,1100700,Rondônia,2017
7726,Santa Cruz do Xingu,16.63,5107743,Mato Grosso,2017
7727,Lajeado Novo,0.31,2105989,Maranhão,2017
7728,Afuá,0.12,1500305,Pará,2017
7729,Ribamar Fiquene,1.28,2109551,Maranhão,2017
7730,Peixoto de Azevedo,23.51,5106422,Mato Grosso,2018
7731,Pau D'Arco,0.43,1505551,Pará,2018
7732,Mâncio Lima,3.65,1200336,Acre,2018
7733,Alto Alegre,5.16,1400050,Roraima,2018
7734,Pedra Preta,0.0,5106372,Mato Grosso,2018
7735,Itaituba,96.0,1503606,Pará,2018
7736,Redenção,0.31,1506138,Pará,2018
7737,Iracema,2.79,1400282,Roraima,2018
7738,Santo Antônio do Leverger,0.15,5107800,Mato Grosso,2018
7739,Porto Esperidião,1.05,5106828,Mato Grosso,2018
7740,Nova Brasilândia,0.0,5106208,Mato Grosso,2018
7741,Caracaraí,18.16,1400209,Roraima,2018
7742,Ponte Branca,0.0,5106703,Mato Grosso,2018
7743,Cuiabá,0.0,5103403,Mato Grosso,2018
7744,Tucumã,1.84,1508084,Pará,2018
7745,Alto Paraguai,0.34,5100508,Mato Grosso,2018
7746,São Pedro da Cipa,0.0,5107404,Mato Grosso,2018
7747,Porto Estrela,0.29,5106851,Mato Grosso,2018
7748,Porto de Moz,35.91,1505908,Pará,2018
7749,Denise,0.0,5103452,Mato Grosso,2018
7750,Cáceres,2.06,5102504,Mato Grosso,2018
7751,Tesouro,0.0,5108105,Mato Grosso,2018
7752,Araguaiana,0.0,5101001,Mato Grosso,2018
7753,Matupá,5.23,5105606,Mato Grosso,2018
7754,Conquista D'Oeste,0.02,5103361,Mato Grosso,2018
7755,Vale de São Domingos,0.39,5108352,Mato Grosso,2018
7756,Juscimeira,0.22,5105200,Mato Grosso,2018
7757,Nova Guarita,2.4,5108808,Mato Grosso,2018
7758,Bonfim,2.4,1400159,Roraima,2018
7759,Tapauá,17.62,1304104,Amazonas,2018
7760,Salto do Céu,0.72,5107750,Mato Grosso,2018
7761,Campo Verde,0.0,5102678,Mato Grosso,2018
7762,Eirunepé,3.91,1301407,Amazonas,2018
7763,Curvelândia,0.0,5103437,Mato Grosso,2018
7764,Acorizal,0.0,5100102,Mato Grosso,2018
7765,Várzea Grande,0.0,5108402,Mato Grosso,2018
7766,Rosário Oeste,0.0,5107701,Mato Grosso,2018
7767,Rio Branco,0.15,5107206,Mato Grosso,2018
7768,Santo Antônio do Leste,0.0,5107792,Mato Grosso,2018
7769,Chapada dos Guimarães,0.0,5103007,Mato Grosso,2018
7770,Novo São Joaquim,0.0,5106281,Mato Grosso,2018
7771,Glória D'Oeste,0.0,5103957,Mato Grosso,2018
7772,São José do Povo,0.0,5107297,Mato Grosso,2018
7773,Mirassol d'Oeste,0.5,5105622,Mato Grosso,2018
7774,Nova Bandeirantes,59.57,5106158,Mato Grosso,2018
7775,Poconé,0.35,5106505,Mato Grosso,2018
7776,Conceição do Araguaia,2.76,1502707,Pará,2018
7777,Barra do Bugres,2.85,5101704,Mato Grosso,2018
7778,Guiratinga,0.0,5104203,Mato Grosso,2018
7779,Dom Aquino,0.0,5103601,Mato Grosso,2018
7780,Lambari D'Oeste,0.53,5105234,Mato Grosso,2018
7781,São José dos Quatro Marcos,0.23,5107107,Mato Grosso,2018
7782,Poxoréu,0.0,5107008,Mato Grosso,2018
7783,Floresta do Araguaia,1.29,1503044,Pará,2018
7784,Barão de Melgaço,0.57,5101605,Mato Grosso,2018
7785,Araputanga,0.1,5101258,Mato Grosso,2018
7786,Nova Olímpia,0.11,5106232,Mato Grosso,2018
7787,Rondonópolis,0.11,5107602,Mato Grosso,2018
7788,Nova Xavantina,0.0,5106257,Mato Grosso,2018
7789,Pontal do Araguaia,0.0,5106653,Mato Grosso,2018
7790,Jangada,0.0,5104906,Mato Grosso,2018
7791,Amapá,0.0,1600105,Amapá,2018
7792,Guajará,11.79,1301654,Amazonas,2018
7793,Vila Bela da Santíssima Trindade,9.76,5105507,Mato Grosso,2018
7794,Araguainha,0.0,5101209,Mato Grosso,2018
7795,Capixaba,10.26,1200179,Acre,2018
7796,Jauru,0.45,5105002,Mato Grosso,2018
7797,Ribeirãozinho,0.0,5107198,Mato Grosso,2018
7798,Reserva do Cabaçal,1.49,5107156,Mato Grosso,2018
7799,Figueirópolis D'Oeste,0.04,5103809,Mato Grosso,2018
7800,Alto Garças,0.0,5100409,Mato Grosso,2018
7801,Nossa Senhora do Livramento,0.0,5106109,Mato Grosso,2018
7802,Jaciara,0.0,5104807,Mato Grosso,2018
7803,Manaus,1.0,1302603,Amazonas,2018
7804,Pontes e Lacerda,2.79,5106752,Mato Grosso,2018
7805,Ipixuna,7.29,1301803,Amazonas,2018
7806,Primavera do Leste,0.0,5107040,Mato Grosso,2018
7807,Maraã,1.13,1302801,Amazonas,2018
7808,Torixoréu,0.0,5108204,Mato Grosso,2018
7809,General Carneiro,0.0,5103908,Mato Grosso,2018
7810,Nova Rosalândia,0.0,1715002,Tocantins,2018
7811,São Gabriel da Cachoeira,1.83,1303809,Amazonas,2018
7812,Ipiranga do Norte,0.92,5104526,Mato Grosso,2018
7813,Araguaína,0.16,1702109,Tocantins,2018
7814,São Geraldo do Araguaia,0.99,1507458,Pará,2018
7815,Augusto Corrêa,0.0,1500909,Pará,2018
7816,Uarini,5.36,1304260,Amazonas,2018
7817,Vilhena,17.31,1100304,Rondônia,2018
7818,Nova Lacerda,5.9,5106182,Mato Grosso,2018
7819,Itaporã do Tocantins,0.16,1711100,Tocantins,2018
7820,Lucas do Rio Verde,2.07,5105259,Mato Grosso,2018
7821,Nova Maringá,40.71,5108907,Mato Grosso,2018
7822,Goianésia do Pará,20.28,1503093,Pará,2018
7823,Bujari,13.71,1200138,Acre,2018
7824,Rio Maria,7.32,1506161,Pará,2018
7825,Divinópolis do Tocantins,0.0,1707108,Tocantins,2018
7826,Jacareacanga,51.69,1503754,Pará,2018
7827,Barrolândia,0.0,1703107,Tocantins,2018
7828,Diamantino,4.01,5103502,Mato Grosso,2018
7829,Santa Fé do Araguaia,0.22,1718865,Tocantins,2018
7830,Santa Carmem,14.39,5107248,Mato Grosso,2018
7831,Bannach,1.58,1501253,Pará,2018
7832,Canabrava do Norte,1.58,5102694,Mato Grosso,2018
7833,Pedra Branca do Amapari,2.03,1600154,Amapá,2018
7834,Oliveira de Fátima,0.0,1715507,Tocantins,2018
7835,Caseara,0.19,1703909,Tocantins,2018
7836,Santa Cruz do Arari,0.0,1506401,Pará,2018
7837,Tapurah,9.53,5108006,Mato Grosso,2018
7838,Parauapebas,2.63,1505536,Pará,2018
7839,Limoeiro do Ajuru,0.0,1504000,Pará,2018
7840,Theobroma,2.65,1101609,Rondônia,2018
7841,São Félix do Xingu,277.14,1507300,Pará,2018
7842,Comodoro,31.77,5103304,Mato Grosso,2018
7843,Goianorte,0.09,1708304,Tocantins,2018
7844,Governador Jorge Teixeira,4.15,1101005,Rondônia,2018
7845,Tabaporã,8.92,5107941,Mato Grosso,2018
7846,Epitaciolândia,7.99,1200252,Acre,2018
7847,Vera,6.91,5108501,Mato Grosso,2018
7848,Novo Mundo,13.69,5106265,Mato Grosso,2018
7849,Bernardo Sayão,0.0,1703206,Tocantins,2018
7850,Rolim de Moura,1.76,1100288,Rondônia,2018
7851,Seringueiras,8.96,1101500,Rondônia,2018
7852,Autazes,13.42,1300300,Amazonas,2018
7853,Ferreira Gomes,0.42,1600238,Amapá,2018
7854,Palmas,0.0,1721000,Tocantins,2018
7855,São Francisco do Brejão,0.26,2110856,Maranhão,2018
7856,Sambaíba,0.0,2109700,Maranhão,2018
7857,Novo Alegre,0.0,1715150,Tocantins,2018
7858,Santa Luzia D'Oeste,0.84,1100296,Rondônia,2018
7859,Tartarugalzinho,1.69,1600709,Amapá,2018
7860,Arenápolis,0.69,5101308,Mato Grosso,2018
7861,Gurupi,0.0,1709500,Tocantins,2018
7862,Lagoa da Confusão,0.95,1711902,Tocantins,2018
7863,Boa Vista,0.0,1400100,Roraima,2018
7864,Gurupá,2.95,1503101,Pará,2018
7865,São Pedro da Água Branca,0.1,2111532,Maranhão,2018
7866,Jaú do Tocantins,0.0,1711506,Tocantins,2018
7867,Araguaçu,0.0,1702000,Tocantins,2018
7868,Sandolândia,0.0,1718840,Tocantins,2018
7869,Altamira,429.95,1500602,Pará,2018
7870,Aliança do Tocantins,0.0,1700350,Tocantins,2018
7871,São Sebastião do Uatumã,0.72,1303957,Amazonas,2018
7872,Porto dos Gaúchos,32.61,5106802,Mato Grosso,2018
7873,Sapezal,0.3,5107875,Mato Grosso,2018
7874,Bragança,0.29,1501709,Pará,2018
7875,Nova Santa Helena,2.67,5106190,Mato Grosso,2018
7876,Alto Paraíso,65.26,1100403,Rondônia,2018
7877,Araguanã,0.25,1702158,Tocantins,2018
7878,São José do Rio Claro,10.71,5107305,Mato Grosso,2018
7879,Pimenteiras do Oeste,3.3,1101468,Rondônia,2018
7880,Mocajuba,0.3,1504604,Pará,2018
7881,Iranduba,1.18,1301852,Amazonas,2018
7882,Urucará,0.54,1304302,Amazonas,2018
7883,Santa Isabel do Rio Negro,0.72,1303601,Amazonas,2018
7884,Senador Guiomard,8.17,1200450,Acre,2018
7885,Figueirópolis,0.0,1707652,Tocantins,2018
7886,Coari,2.05,1301209,Amazonas,2018
7887,Carauari,1.5,1301001,Amazonas,2018
7888,Nova Mutum,7.01,5106224,Mato Grosso,2018
7889,Nova Nazaré,0.0,5106174,Mato Grosso,2018
7890,Brasil Novo,18.84,1501725,Pará,2018
7891,Apuí,158.19,1300144,Amazonas,2018
7892,Santa Terezinha,10.81,5107776,Mato Grosso,2018
7893,Campinápolis,0.0,5102603,Mato Grosso,2018
7894,Nova Mamoré,146.09,1100338,Rondônia,2018
7895,Castanheiras,1.74,1100908,Rondônia,2018
7896,União do Sul,28.54,5108303,Mato Grosso,2018
7897,Alvorada,0.0,1700707,Tocantins,2018
7898,Caroebe,11.93,1400233,Roraima,2018
7899,Coroatá,0.59,2103604,Maranhão,2018
7900,Pastos Bons,0.0,2108009,Maranhão,2018
7901,Lago do Junco,0.0,2105807,Maranhão,2018
7902,Matões do Norte,0.29,2106631,Maranhão,2018
7903,Cantanhede,0.93,2102705,Maranhão,2018
7904,Arame,6.65,2100956,Maranhão,2018
7905,Conceição do Tocantins,0.0,1705607,Tocantins,2018
7906,Tufilândia,0.0,2112274,Maranhão,2018
7907,Governador Newton Bello,0.0,2104651,Maranhão,2018
7908,Maranhãozinho,0.0,2106375,Maranhão,2018
7909,Igarapé Grande,0.0,2105203,Maranhão,2018
7910,Monção,0.15,2106904,Maranhão,2018
7911,Peritoró,0.23,2108454,Maranhão,2018
7912,Sucupira do Norte,0.0,2111904,Maranhão,2018
7913,Formosa da Serra Negra,0.1,2104099,Maranhão,2018
7914,Nova Iorque,0.0,2107308,Maranhão,2018
7915,Santa Filomena do Maranhão,0.68,2109759,Maranhão,2018
7916,Carutapera,0.56,2102903,Maranhão,2018
7917,Rio Branco,32.7,1200401,Acre,2018
7918,Satubinha,0.0,2111722,Maranhão,2018
7919,Cujubim,71.04,1100940,Rondônia,2018
7920,Fernando Falcão,1.88,2104081,Maranhão,2018
7921,Pirapemas,0.28,2108801,Maranhão,2018
7922,Centro do Guilherme,0.69,2103158,Maranhão,2018
7923,Oiapoque,2.38,1600501,Amapá,2018
7924,Darcinópolis,0.0,1706506,Tocantins,2018
7925,Alcântara,0.0,2100204,Maranhão,2018
7926,Arari,1.33,2101004,Maranhão,2018
7927,Cumaru do Norte,28.78,1502764,Pará,2018
7928,Miranda do Norte,0.45,2106755,Maranhão,2018
7929,Penalva,0.22,2108306,Maranhão,2018
7930,Brejo Grande do Araguaia,0.9,1501758,Pará,2018
7931,Medicilândia,62.88,1504455,Pará,2018
7932,Nova Timboteua,0.54,1505007,Pará,2018
7933,Central do Maranhão,0.0,2103125,Maranhão,2018
7934,Alto Alegre do Maranhão,0.0,2100436,Maranhão,2018
7935,Maurilândia do Tocantins,0.18,1712801,Tocantins,2018
7936,Paragominas,18.07,1505502,Pará,2018
7937,Morros,0.0,2107100,Maranhão,2018
7938,Itinga do Maranhão,8.88,2105427,Maranhão,2018
7939,Santa Helena,0.2,2109809,Maranhão,2018
7940,São João da Ponta,0.62,1507466,Pará,2018
7941,Cedral,0.0,2103109,Maranhão,2018
7942,São João Batista,0.0,2111003,Maranhão,2018
7943,São Raimundo do Doca Bezerra,0.06,2111631,Maranhão,2018
7944,Turilândia,0.09,2112456,Maranhão,2018
7945,São João de Pirabas,0.89,1507474,Pará,2018
7946,Lago dos Rodrigues,0.0,2105948,Maranhão,2018
7947,Lagoa do Tocantins,0.0,1711951,Tocantins,2018
7948,Dianópolis,0.0,1707009,Tocantins,2018
7949,Novo Acordo,0.0,1715101,Tocantins,2018
7950,Maracanã,1.07,1504307,Pará,2018
7951,Axixá do Tocantins,0.07,1702901,Tocantins,2018
7952,Cachoeira Grande,0.0,2102374,Maranhão,2018
7953,Anajatuba,0.0,2100709,Maranhão,2018
7954,Aurora do Tocantins,0.0,1702703,Tocantins,2018
7955,Itiquira,0.0,5104609,Mato Grosso,2018
7956,Mateiros,0.0,1712702,Tocantins,2018
7957,Natividade,0.0,1714203,Tocantins,2018
7958,Joselândia,0.25,2105609,Maranhão,2018
7959,Bom Jesus do Tocantins,0.0,1703305,Tocantins,2018
7960,Estreito,0.0,2104057,Maranhão,2018
7961,Lizarda,0.0,1712405,Tocantins,2018
7962,Ariquemes,16.76,1100023,Rondônia,2018
7963,Olho d'Água das Cunhãs,0.0,2107407,Maranhão,2018
7964,Cajari,0.16,2102507,Maranhão,2018
7965,Bom Jesus do Tocantins,6.84,1501576,Pará,2018
7966,Chaves,0.0,1502509,Pará,2018
7967,Governador Eugênio Barros,6.39,2104602,Maranhão,2018
7968,Barcarena,0.82,1501303,Pará,2018
7969,São João da Baliza,4.93,1400506,Roraima,2018
7970,Miracema do Tocantins,0.0,1713205,Tocantins,2018
7971,Rio dos Bois,0.0,1718709,Tocantins,2018
7972,Itaubal,1.83,1600253,Amapá,2018
7973,Tefé,8.32,1304203,Amazonas,2018
7974,Cláudia,49.42,5103056,Mato Grosso,2018
7975,Nortelândia,0.55,5106000,Mato Grosso,2018
7976,Anori,0.1,1300102,Amazonas,2018
7977,Água Boa,0.0,5100201,Mato Grosso,2018
7978,Miranorte,0.39,1713304,Tocantins,2018
7979,Rorainópolis,37.72,1400472,Roraima,2018
7980,Cocalinho,0.37,5103106,Mato Grosso,2018
7981,Costa Marques,29.79,1100080,Rondônia,2018
7982,Macapá,4.02,1600303,Amapá,2018
7983,Mirante da Serra,4.45,1101302,Rondônia,2018
7984,Monte Alegre,11.59,1504802,Pará,2018
7985,Santa Rosa do Purus,2.83,1200435,Acre,2018
7986,Palmeirópolis,0.0,1715754,Tocantins,2018
7987,Canaã dos Carajás,1.0,1502152,Pará,2018
7988,Guimarães,0.0,2104909,Maranhão,2018
7989,Belterra,2.61,1501451,Pará,2018
7990,Itapiratins,0.0,1710904,Tocantins,2018
7991,Araguanã,0.0,2100873,Maranhão,2018
7992,Viseu,4.09,1508308,Pará,2018
7993,Uruará,81.62,1508159,Pará,2018
7994,Junco do Maranhão,0.0,2105658,Maranhão,2018
7995,Novo Aripuanã,139.93,1303304,Amazonas,2018
7996,Cotriguaçu,22.14,5103379,Mato Grosso,2018
7997,Jatobá,2.32,2105450,Maranhão,2018
7998,Rio Sono,0.0,1718758,Tocantins,2018
7999,Tracuateua,0.19,1508035,Pará,2018
8000,Breu Branco,8.99,1501782,Pará,2018
8001,Santa Tereza do Tocantins,0.0,1719004,Tocantins,2018
8002,Maracaçumé,0.17,2106326,Maranhão,2018
8003,Parintins,2.59,1303403,Amazonas,2018
8004,Porto Grande,1.07,1600535,Amapá,2018
8005,Aragominas,0.95,1701309,Tocantins,2018
8006,Pugmil,0.0,1718451,Tocantins,2018
8007,Araguacema,0.39,1701903,Tocantins,2018
8008,Novo Airão,0.65,1303205,Amazonas,2018
8009,Breves,0.36,1501808,Pará,2018
8010,Acará,16.74,1500206,Pará,2018
8011,Augustinópolis,0.04,1702554,Tocantins,2018
8012,Canutama,43.62,1300904,Amazonas,2018
8013,Serra Nova Dourada,8.07,5107883,Mato Grosso,2018
8014,Humaitá,47.44,1301704,Amazonas,2018
8015,Borba,3.96,1300805,Amazonas,2018
8016,Ourilândia do Norte,8.7,1505437,Pará,2018
8017,Cerejeiras,0.9,1100056,Rondônia,2018
8018,Mãe do Rio,0.0,1504059,Pará,2018
8019,Bom Jesus das Selvas,10.89,2102036,Maranhão,2018
8020,São João do Soter,0.02,2111078,Maranhão,2018
8021,Magalhães Barata,0.52,1504109,Pará,2018
8022,Senador Alexandre Costa,5.34,2111748,Maranhão,2018
8023,São Mateus do Maranhão,0.07,2111508,Maranhão,2018
8024,Marajá do Sena,2.16,2106359,Maranhão,2018
8025,Igarapé do Meio,0.0,2105153,Maranhão,2018
8026,Santa Rosa do Tocantins,0.0,1718907,Tocantins,2018
8027,Manacapuru,1.96,1302504,Amazonas,2018
8028,Alvarães,5.41,1300029,Amazonas,2018
8029,Cabixi,3.18,1100031,Rondônia,2018
8030,Candeias do Jamari,100.84,1100809,Rondônia,2018
8031,Nova Canaã do Norte,15.76,5106216,Mato Grosso,2018
8032,Moju,33.52,1504703,Pará,2018
8033,Maués,6.42,1302900,Amazonas,2018
8034,São Miguel do Guaporé,8.87,1100320,Rondônia,2018
8035,Santa Maria das Barreiras,16.95,1506583,Pará,2018
8036,Silves,0.62,1304005,Amazonas,2018
8037,Bandeirantes do Tocantins,0.0,1703057,Tocantins,2018
8038,Porto Alegre do Norte,0.88,5106778,Mato Grosso,2018
8039,Gaúcha do Norte,8.55,5103858,Mato Grosso,2018
8040,Nova Monte Verde,16.81,5108956,Mato Grosso,2018
8041,Cametá,1.05,1502103,Pará,2018
8042,Tarauacá,40.19,1200609,Acre,2018
8043,São José do Xingu,5.76,5107354,Mato Grosso,2018
8044,Nova Olinda do Norte,1.86,1303106,Amazonas,2018
8045,Pracuúba,0.19,1600550,Amapá,2018
8046,Bom Jesus do Araguaia,4.28,5101852,Mato Grosso,2018
8047,Santo Antônio do Içá,0.39,1303700,Amazonas,2018
8048,Tabatinga,0.17,1304062,Amazonas,2018
8049,Vitória do Xingu,4.26,1508357,Pará,2018
8050,Campos de Júlio,0.36,5102686,Mato Grosso,2018
8051,Aripuanã,110.75,5101407,Mato Grosso,2018
8052,Alvorada D'Oeste,1.73,1100346,Rondônia,2018
8053,Nova Ubiratã,23.43,5106240,Mato Grosso,2018
8054,Cruzeiro do Sul,18.06,1200203,Acre,2018
8055,Alta Floresta,8.52,5100250,Mato Grosso,2018
8056,Faro,3.32,1503002,Pará,2018
8057,Canarana,0.14,5102702,Mato Grosso,2018
8058,Cachoeira do Arari,0.23,1502004,Pará,2018
8059,Paraíso do Tocantins,0.0,1716109,Tocantins,2018
8060,Primavera de Rondônia,1.21,1101476,Rondônia,2018
8061,Cutias,0.49,1600212,Amapá,2018
8062,Cacoal,4.91,1100049,Rondônia,2018
8063,Piçarra,3.79,1505635,Pará,2018
8064,Vitória do Jari,1.43,1600808,Amapá,2018
8065,Porto Nacional,0.0,1718204,Tocantins,2018
8066,Assis Brasil,7.93,1200054,Acre,2018
8067,Planalto da Serra,0.0,5106455,Mato Grosso,2018
8068,Colinas do Tocantins,0.0,1705508,Tocantins,2018
8069,Colíder,2.51,5103205,Mato Grosso,2018
8070,Sinop,33.82,5107909,Mato Grosso,2018
8071,Muricilândia,0.48,1713957,Tocantins,2018
8072,Alta Floresta D'Oeste,13.8,1100015,Rondônia,2018
8073,Sorriso,0.47,5107925,Mato Grosso,2018
8074,Inhangapi,0.14,1503408,Pará,2018
8075,Bacabal,0.0,2101202,Maranhão,2018
8076,Primavera,0.14,1506104,Pará,2018
8077,Presidente Sarney,0.08,2109270,Maranhão,2018
8078,Lagoa Grande do Maranhão,0.0,2105963,Maranhão,2018
8079,Campestre do Maranhão,0.13,2102556,Maranhão,2018
8080,Dom Pedro,0.62,2103802,Maranhão,2018
8081,Itaguatins,0.55,1710706,Tocantins,2018
8082,Nova Olinda do Maranhão,0.09,2107357,Maranhão,2018
8083,Ananás,1.14,1701002,Tocantins,2018
8084,Santa Luzia do Paruá,0.0,2110039,Maranhão,2018
8085,Palmeirândia,0.0,2107605,Maranhão,2018
8086,Nova Esperança do Piriá,4.54,1504950,Pará,2018
8087,Alto Taquari,0.0,5100607,Mato Grosso,2018
8088,Ji-Paraná,1.24,1100122,Rondônia,2018
8089,Boa Vista do Ramos,0.48,1300680,Amazonas,2018
8090,Carolina,0.0,2102804,Maranhão,2018
8091,Japurá,0.97,1302108,Amazonas,2018
8092,Santa Bárbara do Pará,0.23,1506351,Pará,2018
8093,Monte do Carmo,0.0,1713601,Tocantins,2018
8094,Prainha,26.8,1506005,Pará,2018
8095,Tuntum,4.67,2112308,Maranhão,2018
8096,Curuçá,1.1,1502905,Pará,2018
8097,Taipas do Tocantins,0.0,1720937,Tocantins,2018
8098,Itaipava do Grajaú,0.16,2105351,Maranhão,2018
8099,Laranjal do Jari,1.74,1600279,Amapá,2018
8100,Senador La Rocque,0.22,2111763,Maranhão,2018
8101,Santa Luzia,1.33,2110005,Maranhão,2018
8102,Santana do Araguaia,12.25,1506708,Pará,2018
8103,Santo Antônio do Tauá,0.0,1507003,Pará,2018
8104,Tasso Fragoso,0.0,2112001,Maranhão,2018
8105,Porto Rico do Maranhão,0.0,2109056,Maranhão,2018
8106,Silvanópolis,0.0,1720655,Tocantins,2018
8107,Sítio Novo do Tocantins,0.03,1720804,Tocantins,2018
8108,Santa Luzia do Pará,0.18,1506559,Pará,2018
8109,Raposa,0.0,2109452,Maranhão,2018
8110,Vila Rica,3.14,5108600,Mato Grosso,2018
8111,Olinda Nova do Maranhão,0.0,2107456,Maranhão,2018
8112,Presidente Vargas,0.06,2109304,Maranhão,2018
8113,Bacurituba,0.0,2101350,Maranhão,2018
8114,Gonçalves Dias,8.5,2104404,Maranhão,2018
8115,São José de Ribamar,0.09,2111201,Maranhão,2018
8116,Altamira do Maranhão,0.0,2100402,Maranhão,2018
8117,Garrafão do Norte,0.98,1503077,Pará,2018
8118,Fortuna,4.37,2104206,Maranhão,2018
8119,São Caetano de Odivelas,0.33,1507102,Pará,2018
8120,Machadinho D'Oeste,72.06,1100130,Rondônia,2018
8121,Bequimão,0.0,2101905,Maranhão,2018
8122,Rosário,1.15,2109601,Maranhão,2018
8123,Capitão Poço,1.49,1502301,Pará,2018
8124,Bujaru,0.91,1501907,Pará,2018
8125,Monte Negro,16.61,1101401,Rondônia,2018
8126,Rodrigues Alves,9.47,1200427,Acre,2018
8127,Terra Santa,1.4,1507979,Pará,2018
8128,Bacuri,0.0,2101301,Maranhão,2018
8129,Santa Rita,1.77,2110203,Maranhão,2018
8130,Capanema,0.07,1502202,Pará,2018
8131,Presidente Dutra,0.64,2109106,Maranhão,2018
8132,Santarém,12.87,1506807,Pará,2018
8133,Melgaço,1.55,1504505,Pará,2018
8134,Peixe-Boi,0.27,1505601,Pará,2018
8135,Passagem Franca,0.0,2107902,Maranhão,2018
8136,Juruena,4.42,5105176,Mato Grosso,2018
8137,Anajás,0.0,1500701,Pará,2018
8138,Buritis,43.79,1100452,Rondônia,2018
8139,Dom Eliseu,10.65,1502939,Pará,2018
8140,Senador José Porfírio,49.46,1507805,Pará,2018
8141,Vargem Grande,0.07,2112704,Maranhão,2018
8142,Rio da Conceição,0.0,1718659,Tocantins,2018
8143,Itapecuru Mirim,1.67,2105401,Maranhão,2018
8144,Loreto,0.0,2106102,Maranhão,2018
8145,Benedito Leite,0.0,2101806,Maranhão,2018
8146,Jacundá,2.66,1503804,Pará,2018
8147,Porto Walter,4.74,1200393,Acre,2018
8148,Abel Figueiredo,0.95,1500131,Pará,2018
8149,Açailândia,9.67,2100055,Maranhão,2018
8150,Itacoatiara,4.72,1301902,Amazonas,2018
8151,São Miguel do Tocantins,0.96,1720200,Tocantins,2018
8152,Bom Lugar,0.0,2102077,Maranhão,2018
8153,Marianópolis do Tocantins,0.0,1712504,Tocantins,2018
8154,Santa Inês,0.0,2109908,Maranhão,2018
8155,Codó,1.77,2103307,Maranhão,2018
8156,Carlinda,2.42,5102793,Mato Grosso,2018
8157,Pindorama do Tocantins,0.0,1717008,Tocantins,2018
8158,Alto Parnaíba,0.0,2100501,Maranhão,2018
8159,Feliz Natal,63.09,5103700,Mato Grosso,2018
8160,São Félix do Araguaia,33.99,5107859,Mato Grosso,2018
8161,Pequizeiro,0.0,1716653,Tocantins,2018
8162,Eldorado do Carajás,3.93,1502954,Pará,2018
8163,Rio Crespo,6.22,1100262,Rondônia,2018
8164,Brasiléia,21.09,1200104,Acre,2018
8165,Tangará da Serra,0.65,5107958,Mato Grosso,2018
8166,Fonte Boa,0.15,1301605,Amazonas,2018
8167,São Miguel do Guamá,0.67,1507607,Pará,2018
8168,Nova Ipixuna,3.0,1504976,Pará,2018
8169,Filadélfia,0.0,1707702,Tocantins,2018
8170,São Domingos do Azeitão,0.0,2110658,Maranhão,2018
